NationalDatabaseNumber,Species,Region,Country,City-fromstrandingstable,County,State,BodyofWater,LocalityDetail,Latitude,ConversionLAT,LatitudeUnits,LatitudeActualEstimate,Longitude,ConversionLONG,LongitudeUnits,LongitudeActualEstimate,Howlatlongdetermined,ObservationDate,SickFlag,InjuredFlag,OutofHabitatFlag,DeemedHealthyReleasableFlag,AbandonedOrphanedFlag,InaccesibleFlag,LocationHazardoustoAnimal,LocationHazardousPublic,UnknownCBDFlag,ConditionOtherFlag,ConditionOtherDescription,EntangledFlag,Sex,AgeClass
NE-2005-1044391,groenlandica,NE,United States,Oceanport,Monmouth,NJ,Shrewsbury River,94 Goose Neck Point Road and Blackberry Bay.,40.3283,40.3283,decimal degrees,estimate,-74.0108,-74.0108,decimal degrees,estimate,Internet,2005-FEB-25,N,N,N,Y,N,N,N,Y,N,N,,,UNKNOWN,
NE-2005-1044393,groenlandica,NE,United States,Seaside Park,Ocean,NJ,Atlantic Ocean,"Island Beach State Park, just south of 2nd bathing beach tower.",39.8133,39.8133,decimal degrees,estimate,-74.0906,-74.0906,decimal degrees,estimate,Internet,2005-FEB-26,Y,N,N,N,N,N,N,Y,N,N,,,MALE,YEARLING
NE-2005-1044395,groenlandica,NE,United States,Atlantic Highlands,Monmouth,NJ,Sandy Hook Bay,"""Hobie Cat"" beach, Center Ave and the beach.",40.4183,40.4183,decimal degrees,estimate,-74.0486,-74.0486,decimal degrees,estimate,Internet,2005-FEB-27,N,N,N,Y,N,N,N,Y,N,N,,,FEMALE,YEARLING
NE-2005-1044397,vitulina,NE,United States,Seaside Park,Ocean,NJ,Atlantic Ocean,"Island Beach State Park, southern tip of park by inlet jetty.",39.7636,39.7636,decimal degrees,estimate,-74.0967,-74.0967,decimal degrees,estimate,Internet,2005-MAR-02,Y,Y,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2005-1044625,vitulina,NE,United States,Strathmere,Cape May,NJ,Atlantic Ocean,"Willard Ave and the beach, in the dunes near the snow fence.",39.1978,39.1978,decimal degrees,estimate,-74.6525,-74.6525,decimal degrees,estimate,Internet,2005-MAR-20,N,Y,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2005-1044627,vitulina,NE,United States,Spring Lake,Monmouth,NJ,Atlantic Ocean,Washington Ave and the beach.,40.1533,40.1533,decimal degrees,estimate,-74.0203,-74.0203,decimal degrees,estimate,Internet,2005-MAR-08,N,Y,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2005-1044629,groenlandica,NE,United States,Beach Haven LBI,Ocean,NJ,Atlantic Ocean,31st Street and the beach.,39.5806,39.5806,decimal degrees,estimate,-74.2219,-74.2219,decimal degrees,estimate,Internet,2005-MAR-09,Y,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2005-1044635,cristata,NE,United States,Beach Haven LBI,Ocean,NJ,Atlantic Ocean,4th Street and the beach.,39.5639,39.5639,decimal degrees,estimate,-74.2333,-74.2333,decimal degrees,estimate,Internet,2005-MAR-10,Y,N,Y,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2005-1044637,groenlandica,NE,United States,Avon by-the-Sea,Monmouth,NJ,Atlantic Ocean,Lincoln Avenue and the beach.,40.19,40.19,decimal degrees,estimate,74.0083,-74.0083,decimal degrees,estimate,Internet,2005-MAR-10,Y,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2005-1044113,groenlandica,NE,United States,Seaside Park,Ocean,NJ,Atlantic Ocean,"Island Beach State Park, 2.5 miles south of A-7 access.",39.82,39.82,decimal degrees,estimate,-74.0889,-74.0889,decimal degrees,estimate,Internet,2005-FEB-11,N,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2005-1044643,groenlandica,NE,United States,Sea Bright,Monmouth,NJ,Navesink River,1332 Ocean Ave (Tradewinds Condos) and the river bank.,40.3539,40.3539,decimal degrees,estimate,-73.9742,-73.9742,decimal degrees,estimate,Internet,2005-MAR-10,N,N,N,Y,N,N,N,N,N,N,,,MALE,YEARLING
NE-2005-1044645,groenlandica,NE,United States,Mantaloking,Monmouth,NJ,Atlantic Ocean,Downer Avenue and the beach.,40.0367,40.0367,decimal degrees,estimate,-74.0492,-74.0492,decimal degrees,estimate,Internet,2005-MAR-14,N,N,N,Y,N,N,N,Y,N,N,,,MALE,YEARLING
NE-2005-1044647,groenlandica,NE,United States,Mantaloking,Monmouth,NJ,Atlantic Ocean,Princeton Avenue and the beach.,40.0339,40.0339,decimal degrees,estimate,-74.05,-74.05,decimal degrees,estimate,Internet,2005-MAR-14,N,N,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2005-1044649,groenlandica,NE,United States,Sea Bright,Monmouth,NJ,Atlantic Ocean,931 Ocean Avenue (Surf Rider Beach Club) and the beach.,40.3608,40.3608,decimal degrees,estimate,-73.9717,-73.9717,decimal degrees,estimate,Internet,2005-MAR-15,N,N,N,N,N,N,N,Y,N,N,,,FEMALE,YEARLING
NE-2005-1044445,groenlandica,NE,United States,Atlantic City,Atlantic,NJ,Absecon Inlet,Maine and Adriatic Avenues and the beach.,39.3742,39.3742,decimal degrees,estimate,-74.4147,-74.4147,decimal degrees,estimate,Internet,2005-MAR-03,N,N,N,N,N,N,N,Y,N,N,,,MALE,YEARLING
NE-2005-1044447,groenlandica,NE,United States,Seaside Park,Ocean,NJ,Atlantic Ocean,"Island Beach State Park, on the beach near A-11 beach access.",39.8264,39.8264,decimal degrees,estimate,-74.0603,-74.0603,decimal degrees,estimate,Internet,2005-MAR-03,N,Y,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2005-1044449,cristata,NE,United States,Long Branch,Monmouth,NJ,Atlantic Ocean,Behind Ocean Place Hotel and the beach.,40.2594,40.2594,decimal degrees,estimate,-73.9872,-73.9872,decimal degrees,estimate,Internet,2005-MAR-03,N,N,Y,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2005-1044457,vitulina,NE,United States,Ocean City,Cape May,NJ,Atlantic Ocean,29th Street and the beach.,39.258,39.258,decimal degrees,estimate,-74.605,-74.605,decimal degrees,estimate,Internet,2005-MAR-03,Y,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2005-1044459,vitulina,NE,United States,Stone Harbor,Cape May,NJ,Atlantic Ocean,Southern tip of island.,39.0186,39.0186,decimal degrees,estimate,-74.3875,-74.3875,decimal degrees,estimate,Internet,2005-MAR-04,Y,Y,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2005-1044461,groenlandica,NE,United States,North Wildwood,Cape May,NJ,Atlantic Ocean,Just south of Central Avenue fishing pier and the beach.,39.0092,39.0092,decimal degrees,estimate,-74.7903,-74.7903,decimal degrees,estimate,Internet,2005-MAR-05,Y,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2005-1044227,groenlandica,NE,United States,Harvey Cedars LBI,Ocean,NJ,Atlantic Ocean,81st Street and the beach.,39.7072,39.7072,decimal degrees,estimate,-74.1311,-74.1311,decimal degrees,estimate,Internet,2005-FEB-13,Y,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2005-1044499,groenlandica,NE,United States,Holgate LBI,Ocean,NJ,Atlantic Ocean,Holgate Wildlife Refuge area.,39.5219,39.5219,decimal degrees,estimate,-74.2711,-74.2711,decimal degrees,estimate,Internet,2005-MAR-06,N,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2005-1044501,groenlandica,NE,United States,Loveladies LBI,Ocean,NJ,Atlantic Ocean,2 jetties north of Coast Avenue.,39.7331,39.7331,decimal degrees,estimate,-74.1178,-74.1178,decimal degrees,estimate,Internet,2005-MAR-06,Y,N,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2005-1044503,groenlandica,NE,United States,Highlands,Monmouth,NJ,Atlantic Ocean,"Gateway National Park, Sandy Hook Unit, Gunnison Beach.",40.4587,40.4587,decimal degrees,estimate,-73.9892,-73.9892,decimal degrees,estimate,GPS,2005-MAR-07,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2005-1044505,groenlandica,NE,United States,Highlands,Monmouth,NJ,Atlantic Ocean,"Gateway National Park, Sandy Hook Unit, Gunnison beach.",40.4642,40.4642,decimal degrees,estimate,-73.9922,-73.9922,decimal degrees,estimate,GPS,2005-MAR-07,N,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2005-1044507,groenlandica,NE,United States,Highlands,Monmouth,NJ,Atlantic Ocean,"Gateway National Park, Sandy Hook Unit, near south maintenance station and the beach.",40.4341,40.4341,decimal degrees,estimate,-73.9834,-73.9834,decimal degrees,estimate,GPS,2005-MAR-07,Y,N,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2005-1044279,vitulina,NE,United States,Loveladies LBI,Ocean,NJ,Atlantic Ocean,161 Long Beach Boulevard and the beach.,39.7361,39.7361,decimal degrees,estimate,-74.1161,-74.1161,decimal degrees,estimate,Internet,2005-FEB-17,Y,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2005-1044283,groenlandica,NE,United States,Brigantine,Atlantic,NJ,Atlantic Ocean,2nd Street South and the beach.,39.4061,39.4061,decimal degrees,estimate,-74.3631,-74.3631,decimal degrees,estimate,Internet,2005-FEB-19,N,N,N,N,N,N,N,Y,N,N,,,MALE,YEARLING
NE-2005-1044509,groenlandica,NE,United States,Beasleys Point,Cape May,NJ,Great South Bay,Harbor Road and the beach.,39.2872,39.2872,decimal degrees,estimate,-74.6206,-74.6206,decimal degrees,estimate,Internet,2005-MAR-07,Y,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2005-1044287,groenlandica,NE,United States,Barnegat Light LBI,Ocean,NJ,Atlantic Ocean,26th Street and the beach,39.7422,39.7422,decimal degrees,estimate,-74.1131,-74.1131,decimal degrees,estimate,Internet,2005-FEB-19,N,N,N,Y,N,N,N,Y,N,N,,,FEMALE,YEARLING
NE-2005-1044289,groenlandica,NE,United States,Pt Pleasant Beach,Ocean,NJ,Atlantic Ocean,"Maynard Place and the beach, just south of the inlet jetty.",40.0989,40.0989,decimal degrees,estimate,-74.0342,-74.0342,decimal degrees,estimate,Internet,2005-FEB-20,N,N,N,Y,N,N,N,Y,N,N,,,FEMALE,YEARLING
NE-2005-1044291,groenlandica,NE,United States,Bayonne,Hudson,NJ,Upper New York Bay,"US Coast Guard Group Bayonne, floating dock.",40.6722,40.6722,decimal degrees,estimate,-74.0894,-74.0894,decimal degrees,estimate,Internet,2005-FEB-18,N,N,N,Y,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2005-1045961,groenlandica,NE,United States,Barnegat Light LBI,Ocean,NJ,Atlantic Ocean,27th Avenue and the beach.,39.0372,39.0372,decimal degrees,estimate,-74.9367,-74.9367,decimal degrees,estimate,Internet,2005-MAR-26,N,Y,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2005-1045971,,NE,United States,Somers Point,Cape May,NJ,Great Egg Harbor,Drag Island.,39.3011,39.3011,decimal degrees,estimate,-74.6136,-74.6136,decimal degrees,estimate,Internet,2005-MAR-30,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN
NE-2005-1046167,griseus,NE,United States,Cape May,Cape May,NJ,Delaware Bay,"Higbees Beach, 300 yards off of the end of New England Road and the bay, in a natural area",38.9614,38.9614,decimal degrees,estimate,-74.9636,-74.9636,decimal degrees,estimate,Internet,2005-JUN-21,Y,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2005-1046171,griseus,NE,United States,Ocean City,Cape May,NJ,Atlantic Ocean,53rd Street and the beach,39.2264,39.2264,decimal degrees,estimate,-74.6314,-74.6314,decimal degrees,estimate,Internet,2005-JUN-29,N,N,N,N,N,N,N,N,N,N,,,FEMALE,ADULT
NE-2005-1046521,cristata,NE,United States,Holgate LBI,Ocean,NJ,Atlantic Ocean,Holgate Wildlife Refuge.,39.5278,39.5278,decimal degrees,estimate,-74.2669,-74.2669,decimal degrees,estimate,Internet,2005-MAR-17,Y,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2005-1046823,acutus,NE,United States,Perth Amboy,Monmouth,NJ,Raritan Bay,"Lewis and Water Streets, caught in the jetty.",40.5003,40.5003,decimal degrees,estimate,-74.2656,-74.2656,decimal degrees,estimate,Internet,2005-APR-16,N,N,N,N,N,N,N,N,N,N,,,FEMALE,PUP/CALF
NE-2005-1046529,groenlandica,NE,United States,Sandy Hook,Monmouth,NJ,Sandy Hook Bay,"Gateway National Park, Spermaceti Cove beach, across from the visitors center.",40.4253,40.4253,decimal degrees,estimate,-73.9856,-73.9856,decimal degrees,estimate,Internet,2005-MAR-17,N,N,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2005-1047489,,NE,United States,Somers Point,Atlantic,NJ,Steelman Bay,"4 Warwick Avenue, out on the marsh.",39.3258,39.3258,decimal degrees,estimate,-74.5814,-74.5814,decimal degrees,estimate,Internet,2005-MAY-01,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN
NE-2005-1047491,phocoena,NE,United States,Lavalette,Ocean,NJ,Atlantic Ocean,Guyer Avenue and the beach.,39.9744,39.9744,decimal degrees,estimate,-74.0639,-74.0639,decimal degrees,estimate,Internet,2005-MAY-05,N,N,N,N,N,N,N,N,N,N,,,FEMALE,SUBADULT
NE-2005-1046539,acutus,NE,United States,Brant Beach LBI,Ocean,NJ,Atlantic Ocean,52nd Street and the beach.,39.625,39.625,decimal degrees,estimate,-74.1911,-74.1911,decimal degrees,estimate,Internet,2005-JUL-17,N,N,N,N,N,N,N,N,N,N,,,FEMALE,SUBADULT
NE-2005-1046871,vitulina,NE,United States,Barnegat Light LBI,Ocean,NJ,Atlantic Ocean,15th Street and the beach.,39.7506,39.7506,decimal degrees,actual,-74.1039,-74.1039,decimal degrees,actual,Internet,2005-APR-17,N,N,N,N,N,N,N,Y,N,N,,,MALE,YEARLING
NE-2005-1043667,phocoena,NE,United States,Ventnor,Atlantic,NJ,Atlantic Ocean,South Surrey Avenue and the beach.,39.3398,39.3398,decimal degrees,estimate,-74.4703,-74.4703,decimal degrees,estimate,GPS,2005-APR-05,N,N,N,N,N,N,N,N,N,N,,,FEMALE,UNKNOWN
NE-2005-1046601,groenlandica,NE,United States,Holgate LBI,Ocean,NJ,Atlantic Ocean,Washington Avenue and the beach.,39.5311,39.5311,decimal degrees,estimate,-74.2614,-74.2614,decimal degrees,estimate,Internet,2005-APR-05,N,Y,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2005-1046603,groenlandica,NE,United States,North Wildwood,Cape May,NJ,Atlantic Ocean,13th Street and the beach.,38.9956,38.9956,decimal degrees,estimate,-74.6281,-74.6281,decimal degrees,estimate,Internet,2005-APR-07,N,N,N,Y,N,N,N,Y,N,N,,,UNKNOWN,
NE-2005-1046605,groenlandica,NE,United States,Old Bridge,Middlesex,NJ,,"Old Bridge, several miles up a creek bed.",40.4406,40.4406,decimal degrees,estimate,-74.2775,-74.2775,decimal degrees,estimate,Internet,2005-APR-07,N,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2005-1046931,acutorostrata,NE,United States,Jersey City,Hudson,NJ,Raritan Bay,Floating off Port Elizabeth.,40.6792,40.6792,decimal degrees,estimate,-74.1457,-74.1457,decimal degrees,estimate,Internet,2005-MAY-23,N,N,N,N,N,N,N,N,N,N,,,MALE,SUBADULT
NE-2005-1046623,leucas,NE,United States,Trenton,Mercer,NJ,Delaware River,Swimming near Trenton.,40.2061,40.2061,decimal degrees,estimate,-74.7661,-74.7661,decimal degrees,estimate,Internet,2005-APR-12,N,N,Y,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2005-1047029,acutus,NE,United States,Longport,Atlantic,NJ,Little Egg Harbor,"11th Street and the beach, buried in sand on north side of jetty.",39.3031,39.3031,decimal degrees,estimate,-74.5344,-74.5344,decimal degrees,estimate,Internet,2005-APR-17,N,N,N,N,N,N,N,N,N,N,,,MALE,UNKNOWN
NE-2005-1047041,griseus,NE,United States,Cape May,Cape May,NJ,Atlantic Ocean,Floating offshore approximately 8 nm.,38.9092,38.9092,decimal degrees,estimate,-74.6345,-74.6345,decimal degrees,estimate,GPS,2005-APR-21,N,N,N,N,N,N,N,N,N,N,,,MALE,UNKNOWN
NE-2005-1047043,griseus,NE,United States,Lavalette,Ocean,NJ,Atlantic Ocean,Newark Avenue and the beach.,39.9608,39.9608,decimal degrees,estimate,-74.0658,-74.0658,decimal degrees,estimate,Internet,2005-APR-24,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN
NE-2005-1047089,vitulina,NE,United States,Ocean Grove,Monmouth,NJ,Atlantic Ocean,"Ocean and Embury Avenues and the beach, fishing pier.",40.21,40.21,decimal degrees,estimate,-74.0022,-74.0022,decimal degrees,estimate,Internet,2005-APR-25,Y,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2005-1047091,phocoena,NE,United States,Mantaloking,Ocean,NJ,Atlantic Ocean,1333 Ocean Avenue and the beach (Near Princeton Avenue),40.0358,40.0358,decimal degrees,estimate,-74.0497,-74.0497,decimal degrees,estimate,Internet,2005-APR-25,N,N,N,N,N,N,N,N,N,N,,,FEMALE,ADULT
NE-2005-1047105,phocoena,NE,United States,Ship Bottom LBI,Ocean,NJ,Atlantic Ocean,5th Street and the beach.,39.6506,39.6506,decimal degrees,estimate,-74.1714,-74.1714,decimal degrees,estimate,Internet,2005-APR-26,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2005-1047115,groenlandica,NE,United States,Sea Isle City,Cape May,NJ,Atlantic Ocean,31st Street and the beach.,39.1622,39.1622,decimal degrees,estimate,-74.6839,-74.6839,decimal degrees,estimate,Internet,2005-APR-26,N,Y,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2005-1047119,,NE,United States,Pert Amboy,Monmouth,NJ,Raritan Bay,Richland Avenue and the beach.,40.4997,40.4997,decimal degrees,estimate,-74.2744,-74.2744,decimal degrees,estimate,Internet,2005-APR-27,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN
NE-2005-1048001,grypus,NE,United States,Fenwick Island,Sussex,DE,,Dagsboro Rd. right side of walkway in dunes.,38.4593,38.4593,decimal degrees,estimate,-75.0497,-75.0497,decimal degrees,estimate,,2005-MAR-17,N,N,N,Y,N,N,N,N,N,N,,,MALE,
NE-2005-1048005,grypus,NE,United States,Dewey,Sussex,DE,Atlantic Ocean,"Delaware Seashore State Park, Faithful Steward Crossing.",38.6245,38.6245,decimal degrees,estimate,-75.0652,-75.0652,decimal degrees,estimate,,2005-APR-10,N,N,N,Y,N,N,N,N,N,N,,,MALE,PUP/CALF
NE-2005-1048021,grypus,NE,United States,Lewes,Sussex,DE,Delaware Bay,"Port Lewes, eastern most townhouse in alcove.",39,39,decimal degrees,estimate,76,-76,decimal degrees,estimate,,2005-MAY-26,Y,N,N,N,N,N,N,N,N,N,,,MALE,PUP/CALF
NE-2005-1048029,,NE,United States,Dewey,Sussex,DE,,"1/4 mile S of Key Box Rd., DE; Sea Shore State Park.",39.6547,39.6547,decimal degrees,estimate,-75.0662,-75.0662,decimal degrees,estimate,,2005-JUN-09,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,PUP/CALF
NE-2005-1048041,truncatus,NE,United States,Slaughter Beach,Sussex,DE,Delaware Bay,"North end of Slaughter Beach, near Cedar Creek.",38.9328,38.9328,decimal degrees,estimate,-75.3165,-75.3165,decimal degrees,estimate,,2005-JUL-04,N,N,N,N,N,N,N,N,N,N,,,MALE,PUP/CALF
NE-2005-1048341,truncatus,NE,United States,Highlands,Monmouth,NJ,Atlantic Ocean,"Gateway National Park, Sandy Hook Unit, North beach.",40.4694,40.4694,decimal degrees,estimate,-73.9964,-73.9964,decimal degrees,estimate,Internet,2005-AUG-28,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2005-1047497,,NE,United States,Mantaloking,Ocean,NJ,Atlantic Ocean,1559 Ocean Avenue and the beach.,40.0264,40.0264,decimal degrees,estimate,-74.0525,-74.0525,decimal degrees,estimate,Internet,2005-MAY-07,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2005-1047499,groenlandica,NE,United States,Brigantine,Atlantic,NJ,Obes Thorofare,"1000 North Shore Avenue and the bay, floating near seawall.",39.42,39.42,decimal degrees,estimate,-74.375,-74.375,decimal degrees,estimate,GPS,2005-MAY-07,N,N,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2005-1047503,phocoena,NE,United States,Seaside Park,Ocean,NJ,Atlantic Ocean,"Island Beach State Park, 1 mile south of Gillikens access road, ocean side.",39.7928,39.7928,decimal degrees,estimate,-74.0914,-74.0914,decimal degrees,estimate,,2005-MAY-09,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2005-1047505,vitulina,NE,United States,Holgate LBI,Ocean,NJ,Atlantic Ocean,"Holgate Nature Preserve, northern tip and the beach.",39.5303,39.5303,decimal degrees,estimate,-74.2641,-74.2641,decimal degrees,estimate,,2005-MAY-10,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,
NE-2005-1047507,phocoena,NE,United States,North Beach Haven LBI,Ocean,NJ,Absecon Inlet,18th Street and the beach.,39.5728,39.5728,decimal degrees,estimate,-74.2267,-74.2267,decimal degrees,estimate,Internet,2005-MAY-13,N,N,N,N,N,N,N,N,N,N,,,MALE,UNKNOWN
NE-2005-1047509,acutus,NE,United States,Cape May,Cape May,NJ,Atlantic Ocean,Perry Street and the beach.,38.9292,38.9292,decimal degrees,estimate,-74.9228,-74.9228,decimal degrees,estimate,Internet,2005-MAY-14,N,N,N,N,N,N,N,N,N,N,,,FEMALE,SUBADULT
NE-2005-1047513,phocoena,NE,United States,Sandy Hook,Monmouth,NJ,Sandy Hook Bay,"Gateway National Park, Ft. Hancock and the beach, bay side.",40.4664,40.4664,decimal degrees,estimate,-74.0106,-74.0106,decimal degrees,estimate,Internet,2005-MAY-14,N,N,N,N,N,N,N,N,N,N,,,MALE,UNKNOWN
NE-2005-1047519,phocoena,NE,United States,Seaside Park,Ocean,NJ,Atlantic Ocean,J Street and the beach.,39.93,39.93,decimal degrees,estimate,-74.076,-74.076,decimal degrees,estimate,Internet,2005-MAY-21,N,N,N,N,N,N,N,N,N,N,,,FEMALE,ADULT
NE-2005-1047535,groenlandica,NE,United States,Brigantine,Atlantic,NJ,Steelman Bay,"1204 East Shore Avenue, on the marsh.",39.4192,39.4192,decimal degrees,estimate,-74.3617,-74.3617,decimal degrees,estimate,Internet,2005-MAY-22,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,YEARLING
NE-2005-1047845,,NE,United States,Sea Girt,Monmouth,NJ,Atlantic Ocean,Stockton Boulevard and the beach.,40.126,40.126,decimal degrees,estimate,-74.0299,-74.0299,decimal degrees,estimate,Internet,2005-AUG-06,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN
NE-2005-1047847,truncatus,NE,United States,Ocean City,Cape May,NJ,Atlantic Ocean,"8th Street and the beach, near the jetty.",39.2758,39.2758,decimal degrees,estimate,-74.5683,-74.5683,decimal degrees,estimate,Internet,2005-AUG-07,N,N,N,N,N,N,N,N,N,N,,,FEMALE,PUP/CALF
NE-2005-1047849,grypus,NE,United States,Loveladies LBI,Ocean,NJ,Atlantic Ocean,Tract 99 and the beach.,39.7258,39.7258,decimal degrees,estimate,-74.1219,-74.1219,decimal degrees,estimate,Internet,2005-AUG-07,N,N,N,N,N,N,N,N,N,N,,,FEMALE,PUP/CALF
NE-2005-1047589,acutus,NE,United States,Long Branch,Monmouth,NJ,Atlantic Ocean,"Bath Avenue and the beach, in front of Jakes Gym (290 Ocean Avenue).",40.2905,40.2905,decimal degrees,estimate,-73.9827,-73.9827,decimal degrees,estimate,Internet,2005-MAY-26,N,N,N,N,N,N,N,N,N,N,,,MALE,PUP/CALF
NE-2005-1047591,truncatus,NE,United States,The Villas,Cape May,NJ,Delaware Bay,Between New Jersey and Pennsylvania Avenues and the beach.,39.0293,39.0293,decimal degrees,estimate,-74.9418,-74.9418,decimal degrees,estimate,Internet,2005-MAY-27,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,PUP/CALF
NE-2005-1047593,groenlandica,NE,United States,Brigantine,Atlantic,NJ,Bonita Tideway,Drifting approximately 500 yds east of Boot Island.,39.3958,39.3958,decimal degrees,estimate,-74.4005,-74.4005,decimal degrees,estimate,GPS,2005-MAY-30,N,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2005-1047633,phocoena,NE,United States,Sea Girt,Monmouth,NJ,Atlantic Ocean,"North end of National Guard Camp beach, close to carcass of 05-128.",40.1219,40.1219,decimal degrees,estimate,-74.0303,-74.0303,decimal degrees,estimate,Internet,2005-JUN-01,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,ADULT
NE-2005-1047635,phocoena,NE,United States,Sea Girt,Monmouth,NJ,Atlantic Ocean,"North end of National Guard Camp beach, near the carcass of 05-127.",40.1219,40.1219,decimal degrees,estimate,-74.0303,-74.0303,decimal degrees,estimate,Internet,2005-JUN-01,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,ADULT
NE-2005-1047637,truncatus,NE,United States,Cape May,Cape May,NJ,Atlantic Ocean,Beach and Queen Streets and the beach.,38.9306,38.9306,decimal degrees,estimate,-74.9128,-74.9128,decimal degrees,estimate,Internet,2005-JUN-09,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,PUP/CALF
NE-2005-1047641,truncatus,NE,United States,Cape May,Cape May,NJ,Atlantic Ocean,Poverty beach.,38.9358,38.9358,decimal degrees,estimate,-74.9053,-74.9053,decimal degrees,estimate,Internet,2005-JUN-11,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,PUP/CALF
NE-2005-1047643,truncatus,NE,United States,North Cape May,Cape May,NJ,Delaware Bay,Lincoln Boulevard and Beach Drive and the bay.,38.9756,38.9756,decimal degrees,estimate,-74.9614,-74.9614,decimal degrees,estimate,Internet,2005-JUN-18,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,PUP/CALF
NE-2005-1047645,truncatus,NE,United States,Stone Harbor,Cape May,NJ,Atlantic Ocean,10 yards north of 91st Street and the beach.,39.0553,39.0553,decimal degrees,estimate,-74.7531,-74.7531,decimal degrees,estimate,Internet,2005-JUN-20,N,N,N,N,N,N,N,N,N,N,,,FEMALE,SUBADULT
NE-2005-1047651,,NE,United States,Pt Pleasant Beach,Ocean,NJ,Atlantic Ocean,1422 Ocean Avenue and the beach (between Morrison and Elizabeth Avenues).,40.082,40.082,decimal degrees,estimate,-74.04,-74.04,decimal degrees,estimate,Internet,2005-MAY-25,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,ADULT
